16:59:25 (00:00:10) (chat)  svh_kalmar: BSUFlick
00:14:53 (07:15:37) (chat)  I3uga: bufaRage
00:14:54 (07:15:38) (chat)  Roorm: LUL LUL LUL
00:14:54 (07:15:38) (chat)  microagression1: допросить не забудь
00:14:55 (07:15:39) (chat)  damncoolpanda: @meppopucm растение, из которого можно сделать временную замену ботинкам - сандали
00:14:57 (07:15:42) (chat)  I3uga: В пах
00:15:00 (07:15:44) (chat)  Demonic_smile: monkaCHRIST
00:15:01 (07:15:46) (chat)  gallagher1113: @grafros у меня аж IQ в голове шевелиться начал, пока я читал твою тираду bufaDumb
00:15:02 (07:15:46) (chat)  vyatoslav: ходит бомжей обирает
00:15:11 (07:15:55) (chat)  Nightbot: Архив трансляций на юпупе: https://www.youtube.com/user/BlackSilverChannel
00:15:13 (07:15:57) (chat)  PeaceDucke: @BlackUFA перераспредели вес
00:15:23 (07:16:07) (chat)  KarishaArchitect: @grafros, мы представиттели той части чата что еще не превратились в отэтихвот
00:15:24 (07:16:08) (chat)  3PeNeK3: !time
00:15:24 (07:16:08) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 7 hours 16 minutes 19 seconds
00:15:26 (07:16:10) (chat)  alexielnorthman: А стелс не работает ?
00:15:26 (07:16:10) (chat)  AlmightyPuding: почему он таскает тележки вместо т
00:15:34 (07:16:19) (chat)  caranteen: peepoSprint
00:15:35 (07:16:19) (chat)  imnorix: KEKW
00:15:42 (07:16:26) (chat)  FinalMissions: @Pagrom79, ты просто ничего не понимаешь. Чтобы смотреть в 360p нужно подключить тариф 300 Мбит и платить 1.5к
00:15:44 (07:16:28) (chat)  OwLneverSIeep: pepeLaugh
00:15:48 (07:16:33) (chat)  gallagher1113: @peaceducke хороший ник)
00:15:51 (07:16:36) (chat)  GraciSL: KEKWLUL
00:15:51 (07:16:36) (chat)  damncoolpanda: подрачник
00:15:53 (07:16:38) (chat)  MsFirehawk: @Severnaya_Utka согласна, лучше игру посмотрю. хотя конечно не стоит забывать, что такие вот стрёмные люди могут быть где-то рядом
00:15:56 (07:16:40) (chat)  I3uga: Вали его на бок! Воруй его лут!
00:15:57 (07:16:41) (chat)  damncoolpanda: так ему
00:15:57 (07:16:41) (chat)  sashaap: у тебя ещё лестница осталась
00:15:57 (07:16:42) (chat)  dmtryhell: LUL LUL
00:16:04 (07:16:48) (chat)  Demonic_smile: monkaHmmW Лежащих бить.. хммм
00:16:07 (07:16:51) (chat)  omane: как ты ещё не падаешь?
00:16:09 (07:16:53) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
00:16:11 (07:16:55) (chat)  Lorgar_Aurelian: Лут сам к Артуру бежит в руки anakLUL anakLUL anakLUL
00:16:12 (07:16:57) (chat)  True_ExTazzY: @Severnaya_Utka кусь :3
00:16:14 (07:16:59) (chat)  Kubanod77: Этот грузчик непобедим
00:16:14 (07:16:59) (chat)  annshepard8: у тебя есть лесенка
00:16:18 (07:17:02) (chat)  VibroFon: Они ему лут приносят а он ругается
00:16:19 (07:17:03) (chat)  Vanya440: Мне нравится как они останавливаются и дают прицелиться
00:16:19 (07:17:03) (chat)  artem_helicopter: Они из своего лагеря бегут?
00:16:21 (07:17:05) (chat)  Daredo_: это правда
00:16:23 (07:17:07) (chat)  KeylorReyzer: @BlackUFA Мне кажется можно идти за грузовиком, т.к. ты убил всех кто был в лагере)
00:16:24 (07:17:09) (chat)  Severnaya_Utka: @msfirehawk, Тут вы правы, надо быть аккуратнее, но лучше когда есть возможность, отдыхать от всякого такого))
00:16:26 (07:17:10) (chat)  MrLo0t: есть
00:16:26 (07:17:10) (chat)  shnv1978: сам на жопу неприятности ищет.
00:16:26 (07:17:10) (chat)  Alexandr_Black19: имба оружие на самом деле
00:16:27 (07:17:11) (chat)  Mutant1552: она есть
00:16:28 (07:17:13) (chat)  IceBoyz: У тебя две лестницы было! @absurd909
00:16:29 (07:17:13) (chat)  evilww: @MsFirehawk хвтаит страху нагонят плз
00:16:29 (07:17:13) (chat)  alexielnorthman: !кусь
00:16:29 (07:17:13) (chat)  Nightbot: Найтбот с дикими криками раздевается и кусает тебя за жёпь.
00:16:30 (07:17:14) (chat)  GraciSL: @BlackUFA может тележки юзнуть?)
00:16:31 (07:17:16) (chat)  TomatoAlicorn: @BlackUFA Ты две лесницы взял
00:16:32 (07:17:16) (chat)  KeraTerra: Как игра, стоит 2к или подождать?
00:16:32 (07:17:17) (chat)  Severnaya_Utka: @true_extazzy, Дратуйти) /
00:16:35 (07:17:19) (chat)  meppopucm: Здесь шахидам смертникам было бы круто @blackufa
00:16:36 (07:17:20) (chat)  gallagher1113: @msfirehawk о чём речь? Мне аж интересно стало, что это за люди
00:16:40 (07:17:24) (chat)  killerlot: @finalmissions, я бы вот наоборот рад бы был платить столько. Но у нас к дому оптики нет. Только витуха. Поэтому 100 мегабит за 950
00:16:42 (07:17:26) (chat)  True_ExTazzY: значит ботинки влезут!
00:16:42 (07:17:26) (chat)  Mistlight: посмотри хоть куда идти
00:16:43 (07:17:27) (chat)  MrLo0t: У тебя рядом мост
00:16:44 (07:17:29) (chat)  liferenko: ты из воды поднял же ж, не
00:16:46 (07:17:30) (chat)  time___flies: враг слева а аптип слепой
00:16:48 (07:17:33) (chat)  damncoolpanda: пол пути до озерного узла добежал уже LUL
00:16:49 (07:17:33) (chat)  HOPUCH: ты подобрал 2
00:16:51 (07:17:36) (chat)  napk1n__: @KeraTerra 3.5
00:16:55 (07:17:39) (chat)  absurd909: @IceBoyz это точно мне? :)
00:16:58 (07:17:42) (chat)  shnv1978: еле бежит и все груз набирает. слабоумие и отвага девиз сэма
00:16:59 (07:17:43) (chat)  ViProtoTypee: @BlackUFA Неужели тебе правда это нравится?
00:16:59 (07:17:44) (chat)  Mr_Maloii: лестница кудесница
00:17:00 (07:17:44) (chat)  time___flies: АРТУР !
00:17:00 (07:17:45) (chat)  alexielnorthman: Ого их сколько тут
00:17:01 (07:17:45) (chat)  Detonat2018: Впервые с телефона, вполне норм
00:17:07 (07:17:52) (chat)  Nightbot: Подписаться с мобилы: https://subs.twitch.tv/blackufa
00:17:09 (07:17:53) (chat)  FeelsEvgeshA: KEKWLUL
00:17:11 (07:17:55) (chat)  bemosdd: @KeraTerra напиши !какигра
00:17:12 (07:17:56) (chat)  grafRos: @gallagher1113 @karishaarchitect большинство чатика тоже не из этих вот... просто сексуальность Аптипа слишком сексуальна и чатик уже стал шифроваться KappaPride ну или дарить <3 даже ТАК LUL Во-от SMOrc
00:17:13 (07:17:57) (chat)  Demonic_smile: monkaW
00:17:13 (07:17:58) (chat)  OwLneverSIeep: он и так дома OMEGALUL
00:17:20 (07:18:04) (chat)  zittonia: @KeraTerra если ты такое любишь,то бери, она медитативная
00:17:23 (07:18:07) (chat)  I3uga: На днооо
00:17:31 (07:18:16) (chat)  GraciSL: dinablinLUL dinablinLUL dinablinLUL dinablinLUL dinablinLUL
00:17:32 (07:18:17) (chat)  IceBoyz: @absurd909 нет мисклик
00:17:32 (07:18:17) (chat)  KeraTerra: ! какигра
00:17:35 (07:18:20) (chat)  Roorm: вот не пойму зачем на воду то ставить LUL
00:17:36 (07:18:20) (chat)  HOPUCH: LUL LUL
00:17:43 (07:18:27) (chat)  Albatros128: OMEGALUL OMEGALUL OMEGALUL OMEGALUL OMEGALUL
00:17:44 (07:18:29) (chat)  TheDrHax: LUL
00:17:46 (07:18:30) (chat)  Demonic_smile: monkaBlanket
00:17:46 (07:18:30) (chat)  FeelsEvgeshA: KEKWLUL
00:17:48 (07:18:32) (chat)  MsFirehawk: @gallagher1113 да история про препода, которого сегодня в Питере выловили из реки со стрёмной находкой в рюкзаке. псих короче
00:17:49 (07:18:34) (chat)  Ellirain: LUL LUL
00:17:50 (07:18:35) (chat)  Daredo_: pepeLaugh
00:17:51 (07:18:35) (chat)  ViProtoTypee: !какигра
00:17:51 (07:18:35) (chat)  Nightbot: Игра хорошая. А ты не очень.
00:17:52 (07:18:36) (chat)  Plotoiadnuikeksik: OMEGALUL
00:17:52 (07:18:37) (chat)  bemosdd: @KeraTerra слитно
00:17:55 (07:18:39) (chat)  KeraTerra: !какигра
00:17:58 (07:18:42) (chat)  Mistlight: хва по болотам гулять
00:18:01 (07:18:46) (chat)  Respya: LUL LUL
00:18:05 (07:18:50) (chat)  Alexandr_Black19: НА ДНООО
00:18:06 (07:18:51) (chat)  imnorix: утонет
00:18:07 (07:18:51) (chat)  KarishaArchitect: @grafros, artgam2Iq20 artgam2Iq20 artgam2Iq20
00:18:07 (07:18:51) (chat)  meppopucm: 📲+
00:18:12 (07:18:56) (chat)  Daredo_: PressF
00:18:18 (07:19:02) (chat)  Demonic_smile: А ведь это могло и убить) LUL
00:18:18 (07:19:02) (chat)  I3uga: Утонет и рванет LUL
00:18:19 (07:19:04) (chat)  Direxfull: Он задохнётся
00:18:21 (07:19:05) (chat)  Chebak87: у тебя тележки есть)
00:18:22 (07:19:07) (chat)  reelgoto: музыку еще такую поставили как будто конец света
00:18:26 (07:19:10) (chat)  lexandrozz: а у него ведь тоже ребенок на груди был...
00:18:27 (07:19:11) (chat)  wildan2kek: тока пришел, почему у тебя башня? и да, ФИЗИКА ОТ КАДЗИМЫ ШИКАРНА
00:18:28 (07:19:12) (chat)  Some_1ne: Сюжет будет сегодня ?
00:18:28 (07:19:13) (chat)  killerlot: @msfirehawk, это который с ручками на улице чуть не замерз? Kappa
00:18:29 (07:19:13) (chat)  MakMonkin: +кратер
00:18:29 (07:19:13) (chat)  GraciSL: Когда конкурент несет еду быстрее LUL
00:18:30 (07:19:14) (chat)  xXkruleSs: Почему электропалка его в воде не бьёт?
00:18:39 (07:19:24) (chat)  SMArt69TW: @BlackUFA а если б в реке стреножил - захлебнулся и был бы кратер?
00:18:45 (07:19:29) (chat)  5PEEDBA11: интересная игрулька так-то
00:18:49 (07:19:33) (chat)  Daredo_: сохранись
00:18:53 (07:19:37) (chat)  bemosdd: !кусь
00:18:53 (07:19:37) (chat)  Nightbot: Найтбот с дикими криками раздевается и кусает тебя за жёпь.
00:18:58 (07:19:42) (chat)  fivepointsgang: спрея у тебя больше нет?
00:18:59 (07:19:43) (chat)  alexielnorthman: Метаааааалл
00:18:59 (07:19:43) (chat)  KeylorReyzer: @BlackUFA Мне кажется можно идти за грузовиком, т.к. ты убил всех кто был в лагере)
00:19:00 (07:19:45) (chat)  MsFirehawk: @killerlot ага, если вы не про его ручки
00:19:04 (07:19:48) (chat)  sashaap: купайя
00:19:07 (07:19:51) (chat)  OwLneverSIeep: Jebaited
00:19:08 (07:19:53) (chat)  PhantomKarasik: !фыр
00:19:08 (07:19:53) (chat)  Nightbot: Найтбот фыркает и больше с тобой не разговаривает. Ой все!
00:19:11 (07:19:55) (chat)  MrLo0t: Он просто спит
00:19:12 (07:19:57) (chat)  prt1zn: @BlackUFA так по лору через 48 часов Kappa
00:19:13 (07:19:57) (chat)  Sifiroth: @blackufa на воде уже пытался пролитет ?
00:19:13 (07:19:57) (chat)  Alexandr_Black19: оно типо на колесиках ?
00:19:14 (07:19:58) (chat)  FeelsEvgeshA: так 48 часов до некроза SMOrc
00:19:14 (07:19:58) (chat)  Roorm: так 48 часов не прошло же!
00:19:14 (07:19:59) (chat)  Okay0451: Кратор только после того как ГГ возвращается
00:19:14 (07:19:59) (chat)  Demonic_smile: monkaBlanket
00:19:16 (07:20:01) (chat)  Daredo_: NoWay
00:19:18 (07:20:03) (chat)  HarryAR: @BlackUFA так там же не сразу кратер, а через 48 часов, не?
00:19:21 (07:20:06) (chat)  OwLneverSIeep: успокойте найтбота он кидается на людей
00:19:23 (07:20:07) (chat)  grafRos: @KarishaArchitect кстати. вот да. если к Аптипу добавить ещё и Тёму с димой, то сексуальность вообще зашкаливать будет KappaPride
00:19:23 (07:20:08) (chat)  Kseroman: !какигра
00:19:24 (07:20:08) (chat)  Nightbot: Игра хорошая. А ты не очень.
00:19:25 (07:20:09) (chat)  GodTheEmperor: так кратер не сразу а через 48 часов, когда полный некроз наступает
00:19:26 (07:20:11) (chat)  DespairO: Какой уже эпизод прошли?
00:19:28 (07:20:12) (chat)  killerlot: @msfirehawk, нет конечно. Тоже слышал пока радио паял про эту новость
00:19:29 (07:20:13) (chat)  Higatir: !кусь
00:19:36 (07:20:21) (chat)  ZeeWanderer_: так когда человек умирает происходит не кратер, а выплеск пустоты. А вот уже если при выплеске живой взаимодействует с БТ, вот тогда уже кратер. Или я чего то непонял?
00:19:39 (07:20:23) (chat)  sashaap: там был горяч источник
00:19:40 (07:20:25) (chat)  True_ExTazzY: он взял ботинки? я отходил
00:19:41 (07:20:26) (chat)  TheDrHax: @DespairO, всё ещё 3-й CoolStoryBob
00:19:42 (07:20:26) (chat)  alexielnorthman: Пожалуйста ты муравей
00:19:42 (07:20:26) (chat)  Lorgar_Aurelian: Кратер только тогда, когда живого съедают твари
00:19:42 (07:20:27) (chat)  blackjack9711: @BlackUFA Напомню, трупы не взрываются. Труп через 48 часов становится тварью. Взрыв происходит если труп и тварь контактируют.
00:19:44 (07:20:28) (chat)  sani463: привет! а когда будет первый стрим на ютубе?
00:19:50 (07:20:35) (chat)  IceBoyz: @BlackUFA в начале же говорили что через 24 часа взорвется!!! wlgCheers wlgCheers HeyGuys
00:19:51 (07:20:36) (chat)  alexielnorthman: Хватит тащить все
00:19:52 (07:20:36) (chat)  corvian_h1: @BlackUFA Тут видны постройки других игроков?
00:19:52 (07:20:37) (chat)  BuBulet: Ляяяяяя ТЕЛЕЖКА Pog
00:19:53 (07:20:37) (chat)  ShamelessLiar: Интересно, а если умереть рядом с рекой, чтобы образовался кратер - будет ли вода стекать в кратер?
00:19:53 (07:20:38) (chat)  PhantomKarasik: !чобыло
00:19:53 (07:20:38) (chat)  Nightbot: Тут такое было, ТАКОЕ!!!
00:19:59 (07:20:43) (chat)  Roorm: @harryar через 48 просто Артур снова за своё
00:20:02 (07:20:46) (chat)  potatoyear: cktdf vjnbr
00:20:02 (07:20:46) (chat)  KarishaArchitect: @grafros, а чего это нет Джека?и почему дам пропустил?
00:20:03 (07:20:47) (chat)  DespairO: @TheDrHax Понял Kappa
00:20:05 (07:20:49) (chat)  TheDrHax: @sani463, в начале он говорил, что запись обрабатывается
00:20:06 (07:20:51) (chat)  MsFirehawk: че
00:20:10 (07:20:55) (chat)  Demonic_smile: Жалко призраков не видно, как в дс
00:20:11 (07:20:55) (chat)  irikost: POGGERS
00:20:12 (07:20:56) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
00:20:13 (07:20:57) (chat)  Higatir: !кусь
00:20:13 (07:20:57) (chat)  Nightbot: Найтбот с дикими криками раздевается и кусает тебя за жёпь.
00:20:16 (07:21:00) (chat)  DespairO: @TheDrHax зашёл сюжет поглядеть так сказать Kappa
00:20:16 (07:21:01) (chat)  svh_kalmar: NotLikeThis
00:20:17 (07:21:01) (chat)  BuBulet: WeirdChamp
00:20:18 (07:21:02) (chat)  Ilia_Knight: Разве? Тогда я запутался
00:20:22 (07:21:06) (chat)  Daredo_: monkaHmmW
00:20:22 (07:21:07) (chat)  ACATOP: значит можно убивать
00:20:22 (07:21:07) (chat)  I3uga: bufaDumb Хто сказал? Вумный?!
00:20:24 (07:21:08) (chat)  mamaybarmaley5bclass: @BlackUFA Продуть все грузы нереально , но чат мечту свою лелея , решил проблему гениально , Аптипа выбрав глав.курьером.
00:20:26 (07:21:11) (chat)  fivepointsgang: да, кстати, смерть не дает взрыва, жепа начинается при некрозе
00:20:26 (07:21:11) (chat)  blackday28: @BlackUFA неправда, в самом начале мы вывозили труп потому что он бы взовася
00:20:28 (07:21:13) (chat)  PeaceDucke: В начале игры чел суициднулся как бэ
00:20:31 (07:21:15) (chat)  prt1zn: Ясно, нихерально не понятно Kappa
00:20:33 (07:21:17) (chat)  TheReptileee: @BlackUFA откуда вмятина на лбу??
00:20:33 (07:21:18) (chat)  Alexandr_Black19: loadingюююю
00:20:36 (07:21:20) (chat)  5PEEDBA11: да, все так
00:20:36 (07:21:21) (chat)  klimka1501: серии ты устал
00:20:37 (07:21:22) (chat)  leshi56: скорее если ктуху и человек (живой) контактируют
00:20:39 (07:21:23) (chat)  TheDrHax: @DespairO, весь стрим выносили лут с баз МУЛов Pepega
00:20:40 (07:21:24) (chat)  KeylorReyzer: Я думал тут все твари кто не мы
00:20:42 (07:21:26) (chat)  1annexa1: а зачем труп везли через тварей
00:20:51 (07:21:35) (chat)  belial777: А вначале тогда что было?
00:20:52 (07:21:36) (chat)  grafRos: @ZeeWanderer_ есть подозрение, что кратер вообще только от контакта ДУМовцев, а то что-то больно мало кратеров)))
00:20:56 (07:21:40) (chat)  ACATOP: мулы не люди
00:20:59 (07:21:43) (chat)  rrr551: @BlackUFA В начале кампании Death Stranding вас не просто так просят ввести дату рождения. С ней связано сразу два приятных момента: в заветный день вам подарят тортик, а персонаж Мадса Миккельсена поздравит вас с праздником лично!
00:21:02 (07:21:47) (chat)  SMArt69TW: @BlackUFA ну реально взрывается только когда затаскивает под тварь
00:21:03 (07:21:47) (chat)  alexielnorthman: Нет ну мы же с Игорем труп вывозили из города , чтоб он не бабахнул
00:21:05 (07:21:50) (chat)  MsFirehawk: труп взрывается когда некроз начинается ало
00:21:06 (07:21:50) (chat)  TheReptileee: @BlackUFA откуда вмятина на лбу???
00:21:06 (07:21:50) (chat)  Demonic_smile: типо силуэты других людей, кто в онлайне)
00:21:07 (07:21:51) (chat)  lipuchkar: Среди нас вумный, явно не наш ЧАТ!)))
00:21:07 (07:21:52) (chat)  Nightbot: Поддержи стримера! Купи RDR 2 в EGS по этой ссылке: https://store.epicgames.com/datboy/red-dead-redemption-2
00:21:12 (07:21:56) (chat)  naitreid36: труп взрывается при высокой степени некроза-48 часов
00:21:14 (07:21:58) (chat)  killarama1: но ведь взрыв от контакта твари с живым человеком, как материя с антиматерией
00:21:14 (07:21:59) (chat)  imnorix: -
00:21:16 (07:22:00) (chat)  Daredo_: нет
00:21:18 (07:22:02) (chat)  Roorm: @blackday28 так его нашли на 47 часу он самоубился
00:21:18 (07:22:02) (chat)  guinnessduck: ДА хотим
00:21:18 (07:22:02) (chat)  fivepointsgang: а про Титаник знаешь? elaK
00:21:18 (07:22:02) (chat)  Demonic_smile: Какая пасхалка?
00:21:19 (07:22:04) (chat)  ARTCafe_: @blackday28 вывозили что бы не выделялся хералий
00:21:20 (07:22:04) (chat)  nyuttka: варей хватает
00:21:21 (07:22:05) (chat)  MrLo0t: Нет
00:21:21 (07:22:05) (chat)  artem_helicopter: Мать гг жила на кристаллах, видимо при контакте с ними труп через какое-то время взрывается
00:21:21 (07:22:06) (chat)  mamaybarmaley5bclass: именно сейчас , да
00:21:23 (07:22:08) (chat)  GodTheEmperor: @BlackUFA а если те кого мы называем твари - норм, а на самом деле мы - твари
00:21:25 (07:22:09) (chat)  Daredo_: лучше сюжет
00:21:25 (07:22:10) (chat)  alexielnorthman: Ало
00:21:26 (07:22:11) (chat)  Demonic_smile: monkaHmmW
00:21:27 (07:22:11) (chat)  loveQurzl: чат, кто знает, а до конца игры еще далеко?
00:21:27 (07:22:11) (chat)  Unclesam116: в начале труп был самоубийцей и они все равно взорвался O_o O_o O_o
00:21:28 (07:22:12) (chat)  minnor80: сюжет
00:21:29 (07:22:13) (chat)  LinkFrostOne: @BlackUFA Артур, приходится из-за тебя второй день сидеть с тобой с пивасом, так сопьюсь с тобой, пока в армию не уйду Kappa LUL
00:21:29 (07:22:13) (chat)  Lorgar_Aurelian: @grafRos в начале игры кратер появился после того, как съели Игроя, а у него ДУМа не было
00:21:30 (07:22:14) (chat)  Curaado: да, хотим
00:21:31 (07:22:15) (chat)  KeylorReyzer: Кстати, с днем рождения
00:21:32 (07:22:16) (chat)  CooperUnb: Она бы взорвалась, т.к. у нее есть ДУМ
00:21:33 (07:22:17) (chat)  Firetake: Padoru PADORUUU
00:21:33 (07:22:18) (chat)  maemicorvo: хочу ТОРТ
00:21:34 (07:22:18) (chat)  Lorgar_Aurelian: *Игоря
00:21:34 (07:22:18) (chat)  killerlot: @blackday28, ну может не так поняли. Через 2 суток труп бы стал тварью, а потом бы с кем нибудь сконтактировал и бабах
00:21:34 (07:22:18) (chat)  iicuxoiiatikk: Мы его отвозили из за того что он стал бы тварью, а сжечь его нельзя ибо выделился бы хералий.
00:21:34 (07:22:19) (chat)  NEXUS_696: мы хотим сюжет уже
00:21:38 (07:22:23) (chat)  reelgoto: катсцену бы посмотреть каку нибудь
00:21:39 (07:22:24) (chat)  Curaado: там 2 минуты
00:21:40 (07:22:24) (chat)  Daredo_: сейчас не надо
00:21:40 (07:22:25) (chat)  alexielnorthman: И мы хотим сюжет
00:21:42 (07:22:26) (chat)  DespairO: @TheDrHax Контент Kappa
00:21:42 (07:22:27) (chat)  dee_wheatenhead: Да!
00:21:44 (07:22:29) (chat)  sani463: TheDrHax: спасибо, в начале не был на стриме, не увидел
00:21:48 (07:22:32) (chat)  meppopucm: Мы твои бб @blackufa BabyRage
00:21:51 (07:22:36) (chat)  dee_wheatenhead: gachiBASS
00:21:53 (07:22:37) (chat)  TheDrHax: ASS gachiBASS
00:21:53 (07:22:37) (chat)  imnorix: на ютубе уже два раза посмотрел этот тортик
00:21:53 (07:22:38) (chat)  Daredo_: ASS gachiBASS gachiBASS gachiBASS
00:21:54 (07:22:38) (chat)  hero1ca: KEKWLUL
00:21:54 (07:22:39) (chat)  PeaceDucke: Ass
00:21:54 (07:22:39) (chat)  Lorgar_Aurelian: ASS gachiBASS
00:21:54 (07:22:39) (chat)  nyuttka: кто тварь? я тварь?
00:21:55 (07:22:39) (chat)  irikost: KEKWLUL
00:21:55 (07:22:39) (chat)  alter_67: gachiBASS
00:21:56 (07:22:40) (chat)  Albatros128: gachiBASS
00:21:56 (07:22:40) (chat)  GraciSL: dinablinChamp dinablinChamp dinablinChamp dinablinChamp bufaMLG bufaMLG bufaMLG bufaMLG
00:21:56 (07:22:41) (chat)  fivepointsgang: S gachiBASS
00:21:57 (07:22:41) (chat)  huiberg: gachiBASS
00:21:57 (07:22:41) (chat)  ciliamfate: LUL LUL
00:21:57 (07:22:42) (chat)  SMArt69TW: @BlackUFA Микельсон поздравть должен
00:21:57 (07:22:42) (chat)  live_marcess: Взрыв происходит только когда Сэм возвращается с того света, а трупы вврабатывают хилирий к которому слетаються смерти!
00:21:58 (07:22:42) (chat)  teslameniack: Это ASS
00:21:58 (07:22:43) (chat)  DippusDipri: ASS
00:21:59 (07:22:43) (chat)  Bello_BY: это ASS
00:21:59 (07:22:43) (chat)  NotAToxic: ASS gachiOnFIRE
00:22:00 (07:22:44) (chat)  Roorm: PogChamp bufaMLG
00:22:00 (07:22:44) (chat)  WiseDolphin321: gachiBASS
00:22:00 (07:22:44) (chat)  dearlorens: ты просто слищком хорош
00:22:00 (07:22:44) (chat)  mamaybarmaley5bclass: Задонатил
00:22:00 (07:22:44) (chat)  YouKtot: WeirdChamp Артур ты молодец Clap
00:22:00 (07:22:45) (chat)  prt1zn: gachiBASS
00:22:01 (07:22:45) (chat)  vnikopol: носильщик теперь?
00:22:01 (07:22:45) (chat)  blackjack9711: Просто напомню, не срач. Мы труп матери несли в крематорий на горе и зам президента сказал, мол через 48 часов труп станет тварью.
00:22:03 (07:22:47) (chat)  Clive37: @BlackUFA а про пасалку к хорайзен зиро довн знаешь?
00:22:03 (07:22:48) (chat)  loveQurzl: До конца игры далеко еще?
00:22:03 (07:22:48) (chat)  mark_zeus: Шляпа KappaPride
00:22:03 (07:22:48) (chat)  dark_eastwood: @BlackUFA Потому что истинный Носильщик
00:22:06 (07:22:50) (chat)  little_mary27: Артууууур Сюжееееееет
00:22:06 (07:22:50) (chat)  ed4ken: Читер
00:22:06 (07:22:50) (chat)  Demonic_smile: Peka1 ты великолепный носильщик
00:22:06 (07:22:50) (chat)  Curaado: самый прикол этой посхалки в том, когда ты выходить будешь из убежища
00:22:06 (07:22:51) (chat)  flexer316: gachiBASS
00:22:06 (07:22:51) (chat)  Mr_Maloii: но руиниш
00:22:07 (07:22:51) (chat)  Nightbot: ● Мой твиттер - twitter.com/Sempai_Black ● Группа в вк - vk.com/b_silver ● Канал - youtube.com/BlackSilverUfa ● Дополнительные смайлы в приложении BetterTTV - https://nightdev.com/betterttv/ ● Наш сервер в Discord - https://discordapp.com/invite/bsndw
00:22:08 (07:22:52) (chat)  Pirozhok_c_Myasom: ASS
00:22:08 (07:22:53) (chat)  mousemari: потому что ты молодец!!!
00:22:09 (07:22:53) (chat)  pajila9_chupakabra: на самом деле S это плохо
00:22:09 (07:22:53) (chat)  YuraDaim: ASS gachiBASS
00:22:09 (07:22:54) (chat)  desperados7: @BlackUFA он что, Бондарчук? Шляпу снимает KEKWLUL
00:22:10 (07:22:54) (chat)  EUGEEZE: Априори талантливый носильщик
00:22:10 (07:22:54) (chat)  Higatir: ASS gachiBASS
00:22:10 (07:22:54) (chat)  Silver_TY: это буст от предзаказа
00:22:10 (07:22:54) (chat)  kashevar127: МЛЖ
00:22:10 (07:22:55) (chat)  MegaGazon: ASS we can
00:22:11 (07:22:55) (chat)  keeperofdust: Это Ass чат loliTriggered loliTriggered loliTriggered
00:22:11 (07:22:56) (chat)  DelTore1: Это жопа
00:22:11 (07:22:56) (chat)  roumonk: nice ass
00:22:12 (07:22:56) (chat)  vac_8k: @BlackUFA а может S Это хуже всего??
00:22:13 (07:22:57) (chat)  RomanBadASS: ASs
00:22:14 (07:22:58) (chat)  I3uga: Слишком легко
00:22:14 (07:22:58) (chat)  cezame_: АСС
00:22:14 (07:22:59) (chat)  AlmightyPuding: по сюжетке S автоматом
00:22:16 (07:23:00) (chat)  Skalik92: @BlackUFA Может в этой игре эсс это худшее
00:22:17 (07:23:01) (chat)  Roorm: Эдгар Райт тебя похвалил PogChamp
00:22:17 (07:23:01) (chat)  meppopucm: PressS
00:22:18 (07:23:02) (chat)  5PEEDBA11: dat ASS
00:22:18 (07:23:03) (chat)  damncoolpanda: 70% разрушенного груза - это С
00:22:22 (07:23:06) (chat)  rushwheel: проверь сложность еще раз в настройках лол
00:22:22 (07:23:06) (chat)  martintyumen: Между тем тебе срочно нужно в душ
00:22:28 (07:23:12) (chat)  Vector_GS: Я когда трейлер смотрел, мало чего понимал, в начале первого стрима - тоже мало что мог понять по игре, а щас, два стрима спустя, я наконец понял что как не понимал нихера, так и не понимаю!!!!!
00:22:28 (07:23:12) (chat)  alexielnorthman: Потому что ты супер носильщик
00:22:28 (07:23:12) (chat)  Kseroman: an S
00:22:28 (07:23:13) (chat)  I3uga: Так и платину выбьешь
00:22:30 (07:23:14) (chat)  Alexandr_Black19: приляжем ? )))
00:22:30 (07:23:15) (chat)  sashaap: там лужицы с паром купаться можно было
00:22:31 (07:23:16) (chat)  Fullofheal: @BlackUFA Кайф название. Крутая отсылка к Little Misfortune
00:22:33 (07:23:18) (chat)  the_andrey_man: BAD ASS BSUFlick
00:22:38 (07:23:22) (chat)  imnorix: кхерам
00:22:41 (07:23:25) (chat)  Tvilix: !time
00:22:41 (07:23:25) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 7 hours 23 minutes 36 seconds
00:22:42 (07:23:26) (chat)  YTKO3ABP: streSS
00:22:43 (07:23:28) (chat)  iicuxoiiatikk: @live_marcess взрыв происходит когда тварь съедает человека, а не когда Сэм возвращается.
00:22:45 (07:23:30) (chat)  Sev4ik248: какой носильщик ты теперь?
00:22:49 (07:23:33) (chat)  unsub_unit: ASS we can HandsUp
