03:25:12 (00:00:00) (comm)  prizm199: ьр
04:37:48 (05:41:11) (chat)  Faltery: го kensi @WELOVEGAMES
04:37:49 (05:41:11) (chat)  takbuvaet: @WELOVEGAMES вторые и первая часть есть в гог
04:37:50 (05:41:12) (chat)  SwampDoctor113: Первых помню. Там мелкие черви словно персы с террарии
04:37:52 (05:41:14) (chat)  AlexanderRoman: @princessintears я вот например не могу норм писать на русском иногда, потому что думаю на украинском Kappa
04:37:54 (05:41:16) (chat)  DimkaHitrec: @crafelka KeK
04:37:59 (05:41:22) (chat)  Nicodemusis: сколько сколько
04:38:00 (05:41:22) (chat)  wlgboy: @princessintears вы вернулись из пустоши - залог возвращен. Вы обнаружили редкий сундучок с 59 крышечками. Теперь на вашем балансе 2429 крышечек.
04:38:06 (05:41:28) (chat)  Nicodemusis: 299р)
04:38:06 (05:41:29) (chat)  Thaesun: @WELOVEGAMES Денис, посмотри пожалуйста трейлер топ игрушки детства, очень любил её Shadow Man, попробуй поиграть в неё она топ
04:38:15 (05:41:37) (chat)  crafelka: monkaSS
04:38:17 (05:41:40) (chat)  Gold9999999: monkaS
04:38:18 (05:41:41) (chat)  SupremeLolka: @faltery, чтоб как Джус пол часа только одну руду на месте колотить? CoolStoryBob
04:38:19 (05:41:41) (chat)  Skipper_Nemo: !inv
04:38:19 (05:41:42) (chat)  wlgboy: @Skipper_Nemo у вас в инвентаре следующие предметы: 1. [Останки Гизмо]. Занято слотов: [1/1]
04:38:20 (05:41:43) (chat)  gatarelub: @princessintears я только подошел просто з:
04:38:21 (05:41:44) (chat)  AnDreNaLIm: 300 р за такое стрье жесть
04:38:39 (05:42:02) (chat)  Faltery: @supremelolka, LUL
04:38:40 (05:42:02) (chat)  princessintears: @AlexanderRoman помню да, бывало такое Kapp
04:38:44 (05:42:06) (chat)  Reptile_Kir: !штм
04:38:44 (05:42:06) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
04:38:45 (05:42:08) (chat)  crafelka: monkaEyes
04:38:48 (05:42:11) (chat)  takbuvaet: @WELOVEGAMES вторые и первая часть вормс есть в гог
04:38:51 (05:42:13) (chat)  Reptile_Kir: !inv
04:38:51 (05:42:14) (chat)  wlgboy: @Reptile_Kir у вас в инвентаре следующие предметы: 1. [Магнитофон] 2. [Жёлтая карта допуска реактора] 3. [Очки] 4. [Патроны для дробовика] 5. [Презерватив] 6. [Вакидзаси] 7. [Фляга Вика] 8. [Хесусик]. Занято слотов: [8/9]
04:38:54 (05:42:17) (chat)  KLERIC_: LUL
04:38:56 (05:42:18) (chat)  Kiissly: WutFace
04:38:59 (05:42:21) (chat)  Reptile_Kir: !buy
04:38:59 (05:42:21) (chat)  wlgboy: @Reptile_Kir вы приобрели [Бесплатная подписка] за 100 крышек. У вас не осталось свободных слотов в инвентаре.
04:38:59 (05:42:21) (chat)  AgisMorket: го в Alien Shooter
04:39:02 (05:42:25) (chat)  HateMan: @andrenalim, так это ж Раритет
04:39:03 (05:42:25) (chat)  princessintears: monkaS
04:39:09 (05:42:31) (chat)  Respya: Крипота
04:39:11 (05:42:33) (chat)  Mrs_Christ: @Reptile_Kir wlgWow
04:39:12 (05:42:34) (chat)  d_ZDW: 2 вормс в стиме просто вормс армагеддон
04:39:14 (05:42:37) (chat)  Kiissly: LUL
04:39:15 (05:42:37) (chat)  Inside__3: wlgOralb wlgOralb wlgOralb
04:39:16 (05:42:38) (chat)  Respya: LUL LUL
04:39:16 (05:42:38) (chat)  oxsiss11: вау
04:39:16 (05:42:38) (chat)  crafelka: @princessintears SmileW
04:39:17 (05:42:39) (chat)  SupremeLolka: LUL LUL LUL LUL LUL LUL LUL
04:39:17 (05:42:39) (chat)  KLERIC_: LUL Хорошая игра
04:39:17 (05:42:39) (chat)  从肛门吞下精子很好吃: silikoNovayaHeee silikoNovayaHeee silikoNovayaHeee
04:39:17 (05:42:39) (chat)  c0cu4: 4Head
04:39:17 (05:42:39) (chat)  chantereq: @WELOVEGAMES у нас был чемпионат по червякам, вход был 200 руб но мы играли только компанией собрали 18 человек ... ну я к тому что все реально
04:39:17 (05:42:40) (chat)  Yuriy_no_ne_Gagarin: :D
04:39:17 (05:42:40) (chat)  otrio_: LUL
04:39:18 (05:42:40) (chat)  MiZaro_strim: @WELOVEGAMES Денис, расскажи пожалуйста, что у тебя за микрофон через ухо? ^^
04:39:19 (05:42:41) (chat)  arch1nard: HSWP
04:39:19 (05:42:41) (chat)  ReedPiper: SabaPing
04:39:20 (05:42:42) (chat)  Skipper_Nemo: !help
04:39:20 (05:42:42) (chat)  NoS174: LUL
04:39:20 (05:42:42) (chat)  Nightbot: Все команды прописываются с "!" в начале: faq, sub, don, up, games, rgg, vod, trade, mt, disc, vk, tw, yt, inst, coub, steam.
04:39:20 (05:42:42) (chat)  wlgboy: command list - !passport, !ball, !caps [give/top/add/take], !buy, !inv [drop/clear], !throw, !rockets [top], !wasteland, !trade [cancel/accept/decline]
04:39:21 (05:42:43) (chat)  princessintears: wlgDen wlgAsm wlgAsm
04:39:21 (05:42:44) (chat)  Alucard_291: меню ага
04:39:22 (05:42:44) (chat)  Yuriy_no_ne_Gagarin: старые игры
04:39:24 (05:42:46) (chat)  lex_kom: gg
04:39:24 (05:42:46) (chat)  Reptile_Kir: !inv
04:39:24 (05:42:47) (chat)  Gold9999999: monkaS HYPERCLAP
04:39:25 (05:42:47) (chat)  wlgboy: @Reptile_Kir у вас в инвентаре следующие предметы: 1. [Магнитофон] 2. [Жёлтая карта допуска реактора] 3. [Очки] 4. [Патроны для дробовика] 5. [Презерватив] 6. [Вакидзаси] 7. [Фляга Вика] 8. [Хесусик] 9. [Бесплатная подписка]. Занято слотов: [9/9]
04:39:25 (05:42:47) (chat)  ZARED_Twitch: LUL
04:39:25 (05:42:47) (chat)  Altahoma: LUL LUL LUL
04:39:25 (05:42:48) (chat)  Kalitvenic: лол rubyJeff rubyJeff
04:39:26 (05:42:48) (chat)  4xTail: LUL
04:39:27 (05:42:49) (chat)  AnDreNaLIm: лучше бы крик добавили который при падении во всех фильмах
04:39:28 (05:42:51) (chat)  takbuvaet: @WELOVEGAMES вторые и первая часть вормс есть в гог
04:39:30 (05:42:52) (chat)  Surigetsu: LUL
04:39:32 (05:42:54) (chat)  V0ltm4n: @WELOVEGAMES старые ламповые игры - ничего не сделал @ проиграл
04:39:32 (05:42:54) (chat)  crafelka: Pepega Game Over
04:39:32 (05:42:54) (chat)  koteg: somDied somDied somDied
04:39:33 (05:42:55) (chat)  dimonyasha: Старые игры бесподобны Kappa
04:39:36 (05:42:58) (chat)  barfly89: сейвов нету CoolStoryBob
04:39:36 (05:42:59) (chat)  princessintears: @crafelka, wlgOralb
04:39:38 (05:43:00) (chat)  Anboy: LUL LUL LUL
04:39:39 (05:43:01) (chat)  Thaesun: @WELOVEGAMES Денис, посмотри пожалуйста трейлер топ игрушки детства, очень любил её Shadow Man, попробуй поиграть в неё она топ
04:39:40 (05:43:02) (chat)  Reptile_Kir: @Mrs_Christ я уж обрадовался(
04:39:40 (05:43:02) (chat)  Man1god: LUL LUL LUL
04:39:43 (05:43:05) (chat)  TomOrrow7: @WELOVEGAMES тру олдскул гейм - нажал ескейп проиграл LUL
04:39:46 (05:43:08) (chat)  Anboy: Это было быстро
04:39:55 (05:43:17) (chat)  crafelka: @princessintears BLELELE monkaS
04:39:59 (05:43:21) (chat)  toha_white: игра огонь
04:40:07 (05:43:29) (chat)  tltevgen: LD
04:40:07 (05:43:29) (chat)  Skipper_Nemo: !wasteland
04:40:07 (05:43:30) (chat)  wlgboy: @Skipper_Nemo вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 42 минуты.
04:40:11 (05:43:33) (chat)  dante__tv: @WELOVEGAMES это игра тебе второй шанс дает
04:40:11 (05:43:34) (chat)  wlgboy: @AlexNomand вы вернулись из пустоши - залог возвращен. Вы обнаружили редкий сундучок с 59 крышечками. Теперь на вашем балансе 58059 крышечек.
04:40:18 (05:43:40) (chat)  AlexanderRoman: @princessintears бывало не то слово) постоянно LUL
04:40:22 (05:43:44) (chat)  barfly89: во врага
04:40:22 (05:43:44) (chat)  princessintears: @crafelka наверное это странно звучит в рамках твича, но мы знакомы? wlgOralb
04:40:24 (05:43:46) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
04:40:25 (05:43:47) (chat)  barfly89: чужой был
04:40:25 (05:43:48) (chat)  Sanek1990: Это чужой был
04:40:27 (05:43:49) (chat)  Ublyudok: это чужой был LUL
04:40:27 (05:43:49) (chat)  TomOrrow7: @WELOVEGAMES ты в чужого врезался и он самоубился об тебя
04:40:29 (05:43:51) (chat)  Baug1ir: моб был
04:40:32 (05:43:54) (chat)  One_Inch_Ash: @WELOVEGAMES Чужой же был
04:40:40 (05:44:03) (chat)  Reptile_Kir: !wasteland
04:40:41 (05:44:04) (chat)  wlgboy: @Reptile_Kir вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 45 минут.
04:40:44 (05:44:06) (chat)  Kalitvenic: это стрелки для эвакуации, а ты прилетел на вертолете. @welovegames
04:40:44 (05:44:06) (chat)  princessintears: @alexanderroman, это тоже мило wlgPled
04:40:46 (05:44:08) (chat)  grrifon: grrifon subscribed at Tier 1. They've subscribed for 20 months! 
04:40:46 (05:44:09) (chat)  wlgboy: @grrifon вы успешно прошли проверку на гражданство Убежища. Вам выдано 10000 крышечек и 7 слотов в инвентаре.
04:40:47 (05:44:10) (chat)  Rouxjg: это подъём
04:40:50 (05:44:13) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
04:40:50 (05:44:13) (chat)  Respya: там подъем)
04:40:52 (05:44:14) (chat)  icziman: рампа же там
04:40:52 (05:44:14) (chat)  Baug1ir: там спуск видно
04:40:53 (05:44:15) (chat)  Yuriy_no_ne_Gagarin: это лунная походка, ты играешь за Джексона
04:40:55 (05:44:17) (chat)  InFaill: wlg5 wlg5 wlg5 wlg5
04:40:56 (05:44:19) (chat)  princessintears: wlg5 wlg5 wlg5 wlg5
04:40:57 (05:44:19) (chat)  Manuel_Calavera: Помню на сеге игрулю с летающими головами, там в любом случае выходит Game Over, даже когда проходишь её полностью, я жутко психовал
04:40:58 (05:44:20) (chat)  Maelochka: wlg5 wlg5 wlg5
04:41:00 (05:44:22) (chat)  grrifon: wlg5
04:41:04 (05:44:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:41:04 (05:44:27) (chat)  ivanchikov: сквозняки
04:41:06 (05:44:28) (chat)  TomOrrow7: @WELOVEGAMES это подъем - ты съезжаешь по нему, ты что не играл?
04:41:06 (05:44:28) (chat)  AlexanderRoman: @princessintears шампунь wlgSad
04:41:07 (05:44:29) (chat)  crafelka: @princessintears Kapp пока нет, я просто peepoClown дурачусь
04:41:11 (05:44:33) (chat)  ErronSivors: wlg5 wlg5 wlg5
04:41:12 (05:44:35) (chat)  Dimadim_: @WELOVEGAMES rtx игра поддерживает ?
04:41:13 (05:44:36) (chat)  Reptile_Kir: wlg5 wlg5 wlg5 wlg5
04:41:16 (05:44:39) (chat)  Alucard_291: она там дальше жесть какая сложная
04:41:22 (05:44:44) (chat)  princessintears: @alexanderroman, FeelsAmazingMan
04:41:28 (05:44:50) (chat)  crafelka: PepePolice
04:41:31 (05:44:53) (chat)  Rouxjg: молится
04:41:32 (05:44:55) (chat)  princessintears: @crafelka, ну лан HAhaa
04:41:33 (05:44:55) (chat)  psycho_programmer: 100
04:41:33 (05:44:56) (chat)  n0kk1: Страдать Kappa
04:41:34 (05:44:57) (chat)  Twinkiesboi: Умирац
04:41:35 (05:44:58) (chat)  wolf4444wolf: @WELOVEGAMES Блин ,на сегу была похожая игра со сталоне или шварцем ,по какому то фильму
04:41:51 (05:45:13) (chat)  Kwei1: Амбиент атмосферный wlgEz
04:42:11 (05:45:34) (chat)  santimentorr: wlgOralb wlgOralb wlgOralb
04:42:14 (05:45:37) (chat)  franc_: PurpleStar
04:42:15 (05:45:37) (chat)  princessintears: wlgLuv
04:42:16 (05:45:38) (chat)  wolf4444wolf: аа,отходил ,сорянчес SMOrc
04:42:16 (05:45:39) (chat)  AlexanderRoman: @princessintears памолив, мой нежный гей Kappa
04:42:19 (05:45:41) (chat)  kor4an: billyReady
04:42:21 (05:45:43) (chat)  takbuvaet: @WELOVEGAMES вторые и первая часть вормс есть в гог
04:42:22 (05:45:44) (chat)  AlexanderRoman: ой) гель
04:42:33 (05:45:55) (chat)  princessintears: @alexanderroman, wlgOralb wlgDuck
04:42:35 (05:45:57) (chat)  Ve1amont: а это точно system shock?
04:42:36 (05:45:58) (chat)  SkyDriver2384: А че, стримы надо со звуком смотреть? pepeClap
04:42:38 (05:46:01) (chat)  AlexanderRoman: KappaPride
04:42:44 (05:46:06) (chat)  direyeti: музыка с двух нот гениальна
04:42:50 (05:46:12) (chat)  psycho_programmer: Subway100 bonus10
04:42:50 (05:46:13) (chat)  wlgboy: @psycho_programmer спасибо за поддержку на 100 BITS. Вам было выдано соответствующее кол-во крышечек.
04:42:52 (05:46:15) (chat)  SwampDoctor113: Только вялых
04:42:53 (05:46:15) (chat)  TomOrrow7: @WELOVEGAMES хвостов то нет
04:42:54 (05:46:16) (chat)  crafelka: Это конечно всё прекрасно и балдёжно FeelsOkayMan но когда РГГ ? Денис Kapp
04:42:59 (05:46:21) (chat)  psycho_programmer: @WELOVEGAMES more streams like reading "I have no mouth but I have to scream"
04:43:11 (05:46:33) (chat)  kvekans: денис иди в барби играй Kappa
04:43:12 (05:46:35) (chat)  Mitahondria: WutFace riPepperonis
04:43:17 (05:46:40) (chat)  Gold9999999: интересная игра FeelsBadMan
04:43:24 (05:46:46) (chat)  ReedPiper: на похороны персонажа
04:43:36 (05:46:59) (chat)  medieval1495: вы ещё не спите wlgDen
04:43:42 (05:47:04) (chat)  psycho_programmer: Subway100 bonus10
04:43:42 (05:47:04) (chat)  wlgboy: @psycho_programmer спасибо за поддержку на 100 BITS. Вам было выдано соответствующее кол-во крышечек.
04:43:44 (05:47:06) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
04:43:47 (05:47:09) (chat)  ibond1k: Esc
04:43:49 (05:47:11) (chat)  UncleVanyaInTheHouse: ха чужой тебя завертел
04:43:55 (05:47:17) (chat)  Ark1700: Они знают твои слабости, поэтому бегают по диагонали LUL
04:43:58 (05:47:20) (chat)  Respya: LUL
04:44:02 (05:47:25) (chat)  Edmon__: hobbWoah
04:44:06 (05:47:29) (chat)  medieval1495: Ден, ты не устал ещё?
04:44:27 (05:47:50) (chat)  Rouxjg: ключ свверху
04:44:32 (05:47:55) (chat)  medieval1495: ностальгия дает тебе сил
04:44:36 (05:47:59) (chat)  wolf4444wolf: так же была на сегу очень крутая похожая игра ,вроде тоже по фильму .там на обложке 2 человека друг на друга смотрели (1 вроде как был афроамериканец )чатик подскажете ?
04:44:44 (05:48:06) (chat)  Thaesun: @WELOVEGAMES Денис, посмотри пожалуйста трейлер топ игрушки детства, очень любил её Shadow Man, попробуй поиграть в неё она топ
04:44:44 (05:48:06) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:44:50 (05:48:12) (chat)  barfly89: там ключ нужен
04:44:52 (05:48:14) (chat)  TomOrrow7: @WELOVEGAMES 0 ключей
04:44:58 (05:48:20) (chat)  ASAGIUS: Так оно же завтра wlgDeer
04:45:01 (05:48:23) (chat)  crafelka: peepoClown шуточное РГГ
04:45:20 (05:48:43) (chat)  princessintears: мне кажется он пытается битсами сообщение отправить psycho_programmer: @WELOVEGAMES more streams like reading "I have no mouth but I have to scream"
04:45:31 (05:48:53) (chat)  Bugzykon: @WELOVEGAMES Денис, ты играл в Archimedian Dynasty? это приквел к Акваноксу, старенькая игрушка с потрясающей атмосферой и сюжетом
04:45:42 (05:49:05) (chat)  ivanchikov: @WELOVEGAMES посмотри трейлер HOGS OF WAR BibleThump
04:45:52 (05:49:14) (chat)  Alucard_291: ууууу Soul Reaver и Legacy of Kain были супер да
04:46:25 (05:49:47) (chat)  c0cu4: LUL
04:46:25 (05:49:47) (chat)  Kiissly: LUL
04:46:26 (05:49:49) (chat)  Respya: )))
04:46:28 (05:49:50) (chat)  Surigetsu: LUL
04:46:30 (05:49:53) (chat)  SupremeLolka: LUL LUL LUL
04:46:35 (05:49:57) (chat)  TomOrrow7: @WELOVEGAMES а потом на вторую плойку вышел Legacy of Cain defiance
04:46:36 (05:49:58) (chat)  palladium_tv: LUL LUL LUL
04:46:36 (05:49:58) (chat)  LeBomjareaux: LUL LUL LUL LUL
04:46:36 (05:49:59) (chat)  dimonyasha: LUL
04:46:42 (05:50:04) (chat)  santimentorr: wlgOralb wlgOralb wlgOralb
04:46:42 (05:50:05) (chat)  Alucard_291: оооо да уважаю
04:46:44 (05:50:06) (chat)  从肛门吞下精子很好吃: wlgRuined
04:46:53 (05:50:16) (chat)  ZARED_Twitch: GAME OVER WLG
04:46:54 (05:50:16) (chat)  Pavlush1k: Ура! Руна! Я о ней пытался два раза написать
04:46:57 (05:50:19) (chat)  AlexanderRoman: @princessintears кстати, интересный факт) на счет понимания языков) у нас много диалектов, и мало кто на самом деле разговаривает чисто и правильно) и вот, у нас на закарпатье у людей свой диалект) они хоть и разговаривают на украинском) но украинцы из других частей Украины их не понимают, в том числе и я LUL
04:47:01 (05:50:23) (chat)  ra3iel_: ra3iel_ subscribed at Tier 1. They've subscribed for 15 months, currently on a 15 month streak! Доброй ночи
04:47:01 (05:50:23) (chat)  wlgboy: @ra3iel_ вы успешно прошли проверку на гражданство Убежища. Вам выдано 7500 крышечек и 6 слотов в инвентаре.
04:47:01 (05:50:23) (chat)  ZARED_Twitch: LUL
04:47:02 (05:50:25) (chat)  AnDreNaLIm: @WELOVEGAMES Денис, играл в Zombies Ate My Neighbors на Денди? топовая игра))
04:47:08 (05:50:31) (chat)  Grims_by: Да, в компьютерных клубах в нее играли
04:47:08 (05:50:31) (chat)  dimonyasha: О, руна Kreygasm
04:47:10 (05:50:32) (chat)  Mrs_Christ: wlg5 wlg5 wlg5 wlg5
04:47:10 (05:50:32) (chat)  Anboy: Вторая часть скора
04:47:14 (05:50:36) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
04:47:18 (05:50:40) (chat)  donnyorion: 123
04:47:25 (05:50:47) (chat)  barfly89: ну вторая часть это провал
04:47:26 (05:50:48) (chat)  LeBomjareaux: wlg5 wlg5 wlg5 wlg5
04:47:31 (05:50:53) (chat)  medieval1495: wlg5 wlg5 wlg5
04:47:31 (05:50:53) (chat)  santimentorr: wlg5 wlg5 wlg5 wlg5
04:47:32 (05:50:54) (chat)  DriLLMaTTeR: @AnDreNaLIm она и на сегу была
04:47:44 (05:51:06) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:47:53 (05:51:15) (chat)  Ahtss13: ат ты где жтвешб
04:47:53 (05:51:15) (chat)  ErronSivors: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
04:47:54 (05:51:16) (chat)  dimonyasha: Опоздал
04:47:56 (05:51:19) (chat)  Rouxjg: руина
04:48:02 (05:51:25) (chat)  PA3uEJIb: @WELOVEGAMES а нет желания например пройти Legacy of Kain? Жаль что продолжения нет и не будет скорее всего
04:48:04 (05:51:26) (chat)  princessintears: @alexanderroman, это так странно wlgOralb у нас конечно тоже свои слова есть, и я тоже слышу что немножко по-другому говорю, но не прям диалект
04:48:05 (05:51:27) (chat)  carbon_add: KomodoHype
04:48:17 (05:51:39) (chat)  Anboy: wlgDeer LUL
04:48:17 (05:51:39) (chat)  Kalitvenic: так в эпическом магазине есть.. rubyAlien
04:48:18 (05:51:40) (chat)  SupremeLolka: LUL LUL LUL LUL
04:48:20 (05:51:42) (chat)  Surigetsu: LUL
04:48:20 (05:51:43) (chat)  Kiissly: LUL
04:48:21 (05:51:43) (chat)  SkyDriver2384: LUL
04:48:22 (05:51:44) (chat)  SwampDoctor113: LUL LUL LUL
04:48:24 (05:51:46) (chat)  wlgboy: информация об игровых релизах в сентябре: https://vk.cc/9M1a8T
04:48:28 (05:51:51) (chat)  Alucard_291: kinda crap yeah...
04:48:38 (05:52:01) (chat)  psycho_programmer: @princessintears no I am just little bit drunk wlgPeka
04:48:47 (05:52:09) (chat)  PupsikTvoy: на второй взгляд так же ужасно
04:48:48 (05:52:10) (chat)  medieval1495: @erronsivors смайлик там где чувак рвет себе майку
04:48:48 (05:52:10) (chat)  PupsikTvoy: Kappa
04:48:51 (05:52:14) (chat)  Ve1amont: да это же БР
04:48:59 (05:52:21) (chat)  Alucard_291: коричневый графон ага...
04:49:02 (05:52:24) (chat)  AlexanderRoman: @princessintears это у нас особенность такая Kappa почему так, сложно сказать wlgDeer
04:49:03 (05:52:25) (chat)  Ve1amont: опа милишный пабг
04:49:04 (05:52:26) (chat)  dimonyasha: Бета же Kappa
04:49:06 (05:52:29) (chat)  Zhizhabait: 4Head
04:49:12 (05:52:35) (chat)  wlgboy: @undefined вы вернулись из пустоши - залог возвращен. Вы нашли редкий предмет на старой свалке - [Письмо Просветлённой]. Положив находку в инвентарь, вы обнаружили, что у вас осталось 8 свободных слотов.
04:49:13 (05:52:35) (chat)  SwampDoctor113: Лучше enslaved
04:49:13 (05:52:35) (chat)  ErronSivors: @medieval1495 billyReady
04:49:14 (05:52:36) (chat)  wolf4444wolf: demolition man,вот ,тоже годная
04:49:14 (05:52:36) (chat)  Baug1ir: for honor Kappa
04:49:14 (05:52:37) (chat)  Zhizhabait: LUL
04:49:14 (05:52:37) (chat)  SkyDriver2384: это длц к фор онор? Kappa
04:49:17 (05:52:39) (chat)  Kalitvenic: средневековый пубг rubyFail rubyFail
04:49:17 (05:52:40) (chat)  Twinkiesboi: Ахахахаахха
04:49:17 (05:52:40) (chat)  Pro_godl1ke: пинают труп
04:49:17 (05:52:40) (chat)  princessintears: @psycho_programmer, oh okay, that's fine too wlgAsm
04:49:21 (05:52:44) (chat)  koteg: f
04:49:22 (05:52:45) (chat)  IEnd1ess: ну и дрисня
04:49:23 (05:52:45) (chat)  Pro_godl1ke: великой игры
04:49:24 (05:52:46) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
04:49:25 (05:52:47) (chat)  koteg: F
04:49:26 (05:52:49) (chat)  Brandsboid: ХАХАХАХАХА
04:49:28 (05:52:50) (chat)  TomOrrow7: @WELOVEGAMES это не преальфа, это уже оупен бета
04:49:30 (05:52:53) (chat)  Ahtss13: алебарду задрочи
04:49:31 (05:52:54) (chat)  crafelka: Kapp будет лучше
04:49:33 (05:52:55) (chat)  PupsikTvoy: "все очень плохо"
04:49:35 (05:52:57) (chat)  LeBomjareaux: Чивалри но только про викингов
04:49:36 (05:52:58) (chat)  nekorais: Самое то для EGS
04:49:36 (05:52:59) (chat)  medieval1495: @erronsivors да да, моб не могу, но ты готов
04:49:40 (05:53:02) (chat)  psycho_programmer: but that stream was legendary...
04:49:47 (05:53:10) (chat)  Brandsboid: а трейлер то был какой
04:50:05 (05:53:27) (chat)  ErronSivors: @medieval1495 ещё как готов, а ну иди сюда wlgHype billyReady
04:50:05 (05:53:27) (chat)  Alco_Gam1ng: @nekorais Такое дерьмо обычно в стиме в раннем доступе висит по нескольку лет,ты чет ошибся
04:50:06 (05:53:29) (chat)  Anboy: Мда
04:50:11 (05:53:33) (chat)  DocLelik: а че кроме серого цвета больше нет цветов по их мнению
04:50:19 (05:53:41) (chat)  KLERIC_: @WELOVEGAMES Денис она выходить 12 ноября этого года
04:50:22 (05:53:45) (chat)  medieval1495: @erronsivors жалко кум перестал со мной играть wlgHype
04:50:23 (05:53:46) (chat)  termedkitten: че то поначалу подумал про дюну и обрадовался
04:50:24 (05:53:46) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
04:50:26 (05:53:48) (chat)  Alucard_291: я бы сказал не лучше, но примерно так же...
04:50:26 (05:53:49) (chat)  crafelka: pepeJAM
04:50:32 (05:53:55) (chat)  UncleVanyaInTheHouse: реально лучше
04:50:33 (05:53:55) (chat)  No_Name_Guest_: Не чего не поменялось
04:50:34 (05:53:56) (chat)  PA3uEJIb: @WELOVEGAMES а нет желания например пройти Legacy of Kain? Жаль что продолжения нет и не будет скорее всего
04:50:38 (05:54:00) (chat)  barfly89: анимации лучше Kappa
04:50:42 (05:54:05) (chat)  UncleVanyaInTheHouse: сразу движок видно
04:50:44 (05:54:07) (chat)  crafelka: Pepego
04:50:48 (05:54:10) (chat)  wolf4444wolf: @WELOVEGAMES в demolition man играл ?
04:50:53 (05:54:15) (chat)  medieval1495: @erronsivors будь готов к внезапному биллредии
04:50:57 (05:54:19) (chat)  princessintears: @psycho_programmer, btw do u understand russian?
04:51:00 (05:54:23) (chat)  ErronSivors: @medieval1495 DankPepe
04:51:03 (05:54:25) (chat)  Ahtss13: он не дрочит алебарду
04:51:04 (05:54:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
04:51:07 (05:54:29) (chat)  SwampDoctor113: Rune помню в оффисе давно по Lan гоняли ночами
04:51:08 (05:54:30) (chat)  psycho_programmer: Cheer100
04:51:08 (05:54:31) (chat)  wlgboy: @psycho_programmer спасибо за поддержку на 100 BITS. Вам было выдано соответствующее кол-во крышечек.
04:51:11 (05:54:33) (chat)  ZARED_Twitch: О6ливионом повеяло)
04:51:15 (05:54:37) (chat)  Dan_doc_3039: а в чем разница между первой и второй частью, кроме графония
04:51:31 (05:54:54) (chat)  SherTull: По механике больше джедай академия, на вид так
04:51:33 (05:54:55) (chat)  barfly89: руна вообще то сюжетная игра
04:51:34 (05:54:56) (chat)  chantereq: @WELOVEGAMES Денис а по первым психонавтам до выхода вторых будет стрим?
04:51:35 (05:54:57) (chat)  Kalitvenic: даже анимация - тогда была лучше, чем в новой...
04:51:42 (05:55:04) (chat)  medieval1495: @erronsivors wlgEz
04:51:45 (05:55:08) (chat)  Dan_doc_3039: это как бы сарказм)
04:51:51 (05:55:13) (chat)  Dan_doc_3039: из серии-втф
04:51:54 (05:55:16) (chat)  SherTull: Скачи-руби
04:52:01 (05:55:23) (chat)  TomOrrow7: @WELOVEGAMES ребята шутят про графоний, типо вторая выглядит так же
04:52:02 (05:55:24) (chat)  KLERIC_: Ну хоть стоит это 650р, а не 2к LUL
04:52:02 (05:55:25) (chat)  crafelka: Pog
04:52:09 (05:55:31) (chat)  wolf4444wolf: при вводе wlg ? Kappa
04:52:11 (05:55:33) (chat)  Karnivan90: @WELOVEGAMES дело не в графике и текстурах, анимации механика боя это же ужасно , в первой даже все лучше в этом плане
04:52:27 (05:55:49) (chat)  UncleVanyaInTheHouse: Гнездо олдгеймера на фоне
04:52:29 (05:55:51) (chat)  BigGreenTroll: @WELOVEGAMES в компьютерном клубе ночами рубились в Руну.. это были времена когда час стоил 12 рублей >_<
04:52:30 (05:55:53) (chat)  Anboy: Что то первая руна намного лучше 2 части
04:52:31 (05:55:53) (chat)  AlexanderRoman: @Dan_doc_3039 стример сарказмов не понимает Kappa
04:52:32 (05:55:54) (chat)  Goldy__: BLELELE
04:52:37 (05:55:59) (chat)  SwampDoctor113: KKND <3
